,Date,PageViews,Rank,Reach
254,2020-09-09,"{'PerMillion': '82', 'PerUser': '2.70'}",396,{'PerMillion': '1300'}
255,2020-09-10,"{'PerMillion': '83', 'PerUser': '2.80'}",404,{'PerMillion': '1200'}
256,2020-09-11,"{'PerMillion': '93.7', 'PerUser': '2.90'}",385,{'PerMillion': '1300'}
257,2020-09-12,"{'PerMillion': '97', 'PerUser': '2.60'}",371,{'PerMillion': '1300'}
258,2020-09-13,"{'PerMillion': '110', 'PerUser': '3.30'}",389,{'PerMillion': '1200'}
259,2020-09-14,"{'PerMillion': '73', 'PerUser': '2.80'}",451,{'PerMillion': '1100'}
260,2020-09-15,"{'PerMillion': '71', 'PerUser': '2.70'}",453,{'PerMillion': '1100'}
261,2020-09-16,"{'PerMillion': '74', 'PerUser': '2.70'}",435,{'PerMillion': '1100'}
262,2020-09-17,"{'PerMillion': '79', 'PerUser': '2.80'}",416,{'PerMillion': '1200'}
263,2020-09-18,"{'PerMillion': '93', 'PerUser': '3.00'}",382,{'PerMillion': '1300'}
264,2020-09-19,"{'PerMillion': '120', 'PerUser': '3.80'}",380,{'PerMillion': '1200'}
265,2020-09-20,"{'PerMillion': '120', 'PerUser': '3.60'}",394,{'PerMillion': '1200'}
266,2020-09-21,"{'PerMillion': '82', 'PerUser': '3.00'}",421,{'PerMillion': '1200'}
267,2020-09-22,"{'PerMillion': '93', 'PerUser': '3.50'}",418,{'PerMillion': '1100'}
268,2020-09-23,"{'PerMillion': '113', 'PerUser': '4.40'}",406,{'PerMillion': '1100'}
269,2020-09-24,"{'PerMillion': '104', 'PerUser': '3.50'}",378,{'PerMillion': '1200'}
270,2020-09-25,"{'PerMillion': '94.8', 'PerUser': '3.20'}",393,{'PerMillion': '1200'}
271,2020-09-26,"{'PerMillion': '96', 'PerUser': '2.90'}",387,{'PerMillion': '1200'}
272,2020-09-27,"{'PerMillion': '100', 'PerUser': '2.90'}",379,{'PerMillion': '1300'}
